Note,Score_duration,Time-Signature,Movement,Measure,Repeated
D4,0.25,3/8,2,21,0
D5,0.25,3/8,2,21,0
E5,0.25,3/8,2,21,0
F♯5,0.25,3/8,2,21,0
D5,0.25,3/8,2,21,0
B4,0.25,3/8,2,22,0
F♯5,0.25,3/8,2,22,0
E5,0.25,3/8,2,22,0
B5,0.25,3/8,2,22,0
D5,0.25,3/8,2,22,0
B5,0.25,3/8,2,22,0
C♯5,0.25,3/8,2,23,0
D5,0.25,3/8,2,23,0
C♯5,0.25,3/8,2,23,0
B4,0.25,3/8,2,23,0
A4,0.25,3/8,2,23,0
F♯5,0.25,3/8,2,23,0
B4,0.25,3/8,2,24,0
G5,0.25,3/8,2,24,0
B4,0.25,3/8,2,24,0
G5,0.25,3/8,2,24,0
F♯4,0.25,3/8,2,24,0
A5,0.25,3/8,2,24,0
G4,0.25,3/8,2,25,0
B5,0.25,3/8,2,25,0
G4,0.25,3/8,2,25,0
A4,0.25,3/8,2,25,0
B4,0.25,3/8,2,25,0
F♯5,0.25,3/8,2,25,0
E4,0.25,3/8,2,26,0
G5,0.25,3/8,2,26,0
A4,0.25,3/8,2,26,0
F♯5,0.25,3/8,2,26,0
G4,0.25,3/8,2,26,0
E5,0.25,3/8,2,26,0
F♯4,0.25,3/8,2,27,0
G4,0.25,3/8,2,27,0
F♯4,0.25,3/8,2,27,0
E4,0.25,3/8,2,27,0
D4,0.25,3/8,2,27,0
F♯5,0.25,3/8,2,27,0
G4,0.25,3/8,2,28,0
F♯5,0.25,3/8,2,28,0
E5,0.25,3/8,2,28,0
D5,0.25,3/8,2,28,0
C♯5,0.25,3/8,2,28,0
B4,0.25,3/8,2,28,0
A♯4,1.0,3/8,2,29,0
D5,0.25,3/8,2,29,0
E5,0.25,3/8,2,29,0
F♯5,0.25,3/8,2,30,0
D5,0.25,3/8,2,30,0
F♯5,0.25,3/8,2,30,0
D5,0.25,3/8,2,30,0
G5,0.25,3/8,2,30,0
E5,0.25,3/8,2,30,0
F♯5,0.25,3/8,2,31,0
D5,0.25,3/8,2,31,0
F♯5,0.25,3/8,2,31,0
D5,0.25,3/8,2,31,0
G5,0.25,3/8,2,31,0
E5,0.25,3/8,2,31,0
F♯5,0.25,3/8,2,32,0
D5,0.25,3/8,2,32,0
F♯5,0.25,3/8,2,32,0
D5,0.25,3/8,2,32,0
E5,0.25,3/8,2,32,0
C♯5,0.25,3/8,2,32,0
D5,0.5,3/8,2,33,0
B4,0.5,3/8,2,33,0
D5,0.25,3/8,2,33,0
E5,0.25,3/8,2,33,0
F♯5,0.25,3/8,2,34,0
D5,0.25,3/8,2,34,0
F♯5,0.25,3/8,2,34,0
D5,0.25,3/8,2,34,0
G5,0.25,3/8,2,34,0
E5,0.25,3/8,2,34,0
F♯5,0.25,3/8,2,35,0
D5,0.25,3/8,2,35,0
F♯5,0.25,3/8,2,35,0
D5,0.25,3/8,2,35,0
G5,0.25,3/8,2,35,0
E5,0.25,3/8,2,35,0
F♯5,0.25,3/8,2,36,0
D5,0.25,3/8,2,36,0
F♯5,0.25,3/8,2,36,0
D5,0.25,3/8,2,36,0
E5,0.25,3/8,2,36,0
C♯5,0.25,3/8,2,36,0
D5,0.5,3/8,2,37,0
B4,0.5,3/8,2,37,0
F♯5,0.5,3/8,2,37,0
E4,0.5,3/8,2,38,0
G5,0.25,3/8,2,38,0
F♯5,0.25,3/8,2,38,0
G5,0.25,3/8,2,38,0
E4,0.25,3/8,2,38,0
F♯4,0.5,3/8,2,39,0
A♯5,0.5,3/8,2,39,0
F♯4,0.5,3/8,2,39,0
G4,0.5,3/8,2,40,0
B5,0.25,3/8,2,40,0
A♯5,0.25,3/8,2,40,0
B5,0.5,3/8,2,40,0
G♯4,0.5,3/8,2,41,0
B5,0.25,3/8,2,41,0
C♯6,0.25,3/8,2,41,0
D6,0.25,3/8,2,41,0
B5,0.25,3/8,2,41,0
A4,0.5,3/8,2,42,0
C♯6,0.25,3/8,2,42,0
B5,0.25,3/8,2,42,0
C♯6,0.5,3/8,2,42,0
A♯4,0.5,3/8,2,43,0
C♯6,0.25,3/8,2,43,0
D6,0.25,3/8,2,43,0
B5,0.25,3/8,2,43,0
C♯6,0.25,3/8,2,43,0
B4,0.5,3/8,2,44,0
D6,0.25,3/8,2,44,0
C♯6,0.25,3/8,2,44,0
D6,0.5,3/8,2,44,0
E5,0.5,3/8,2,45,0
C♯6,0.25,3/8,2,45,0
A♯5,0.25,3/8,2,45,0
B5,0.25,3/8,2,45,0
D5,0.25,3/8,2,45,0
E5,0.25,3/8,2,46,0
G5,0.25,3/8,2,46,0
F♯5,0.5,3/8,2,46,0
A♯5,0.5,3/8,2,46,0
B4,1.0,3/8,2,47,0
D5,0.5,3/8,2,47,0
F♯4,0.25,3/8,2,48,0
A4,0.25,3/8,2,48,0
D5,0.25,3/8,2,48,0
A5,0.25,3/8,2,48,0
D5,0.5,3/8,2,48,0
G4,0.25,3/8,2,49,0
B4,0.25,3/8,2,49,0
D5,0.25,3/8,2,49,0
B5,0.25,3/8,2,49,0
D5,0.5,3/8,2,49,0
A4,0.25,3/8,2,50,0
C5,0.25,3/8,2,50,0
G4,0.25,3/8,2,50,0
B4,0.25,3/8,2,50,0
F♯4,0.25,3/8,2,50,0
A4,0.25,3/8,2,50,0
G4,0.25,3/8,2,51,0
B4,0.25,3/8,2,51,0
A4,0.25,3/8,2,51,0
G4,0.25,3/8,2,51,0
B4,0.5,3/8,2,51,0
D♯4,0.25,3/8,2,52,0
F♯4,0.25,3/8,2,52,0
B4,0.25,3/8,2,52,0
F♯5,0.25,3/8,2,52,0
B4,0.5,3/8,2,52,0
E4,0.25,3/8,2,53,0
G4,0.25,3/8,2,53,0
B4,0.25,3/8,2,53,0
G5,0.25,3/8,2,53,0
B4,0.5,3/8,2,53,0
F♯4,0.25,3/8,2,54,0
A4,0.25,3/8,2,54,0
E4,0.25,3/8,2,54,0
G4,0.25,3/8,2,54,0
D♯4,0.25,3/8,2,54,0
F♯4,0.25,3/8,2,54,0
E4,0.25,3/8,2,55,0
G4,0.25,3/8,2,55,0
F♯4,0.25,3/8,2,55,0
E4,0.25,3/8,2,55,0
E5,0.5,3/8,2,55,0
F♯5,0.5,3/8,2,56,0
F♯5,0.5,3/8,2,56,0
C♯5,0.5,3/8,2,56,0
D5,0.5,3/8,2,57,0
D5,0.25,3/8,2,57,0
E5,0.25,3/8,2,57,0
F♯5,0.5,3/8,2,57,0
B4,0.5,3/8,2,58,0
E5,0.5,3/8,2,58,0
D5,0.5,3/8,2,58,0
C♯5,0.5,3/8,2,59,0
A4,0.5,3/8,2,59,0
A5,0.25,3/8,2,59,0
F♯4,0.25,3/8,2,59,0
B5,0.25,3/8,2,60,0
G4,0.25,3/8,2,60,0
B5,0.25,3/8,2,60,0
G4,0.25,3/8,2,60,0
F♯5,0.25,3/8,2,60,0
A4,0.25,3/8,2,60,0
G5,0.25,3/8,2,61,0
B4,0.25,3/8,2,61,0
G5,0.25,3/8,2,61,0
A5,0.25,3/8,2,61,0
B5,0.25,3/8,2,61,0
G4,0.25,3/8,2,61,0
E5,0.25,3/8,2,62,0
C♯5,0.25,3/8,2,62,0
A5,0.25,3/8,2,62,0
A4,0.25,3/8,2,62,0
G5,0.25,3/8,2,62,0
C♯5,0.25,3/8,2,62,0
F♯5,0.25,3/8,2,63,0
E5,0.25,3/8,2,63,0
D5,0.5,3/8,2,63,0
A5,0.5,3/8,2,63,0
B4,0.25,3/8,2,64,0
A5,0.25,3/8,2,64,0
G5,0.25,3/8,2,64,0
F♯5,0.25,3/8,2,64,0
E5,0.25,3/8,2,64,0
D5,0.25,3/8,2,64,0
A4,0.25,3/8,2,65,0
E5,0.25,3/8,2,65,0
D5,0.25,3/8,2,65,0
C♯5,0.25,3/8,2,65,0
F♯4,0.25,3/8,2,65,0
D5,0.25,3/8,2,65,0
G4,0.25,3/8,2,66,0
B5,0.25,3/8,2,66,0
A4,0.5,3/8,2,66,0
C♯5,0.5,3/8,2,66,0
D5,1.0,3/8,2,67,0
F♯5,0.25,3/8,2,67,0
G5,0.25,3/8,2,67,0
A5,0.25,3/8,2,68,0
F♯5,0.25,3/8,2,68,0
A5,0.25,3/8,2,68,0
F♯5,0.25,3/8,2,68,0
B5,0.25,3/8,2,68,0
G5,0.25,3/8,2,68,0
A5,0.25,3/8,2,69,0
F♯5,0.25,3/8,2,69,0
A5,0.25,3/8,2,69,0
F♯5,0.25,3/8,2,69,0
B5,0.25,3/8,2,69,0
G5,0.25,3/8,2,69,0
A5,0.25,3/8,2,70,0
F♯5,0.25,3/8,2,70,0
A5,0.25,3/8,2,70,0
F♯5,0.25,3/8,2,70,0
G5,0.25,3/8,2,70,0
E5,0.25,3/8,2,70,0
F♯5,0.5,3/8,2,71,0
D5,0.5,3/8,2,71,0
F♯5,0.25,3/8,2,71,0
G5,0.25,3/8,2,71,0
A5,0.25,3/8,2,72,0
F♯5,0.25,3/8,2,72,0
A5,0.25,3/8,2,72,0
F♯5,0.25,3/8,2,72,0
B5,0.25,3/8,2,72,0
G5,0.25,3/8,2,72,0
A5,0.25,3/8,2,73,0
F♯5,0.25,3/8,2,73,0
A5,0.25,3/8,2,73,0
F♯5,0.25,3/8,2,73,0
B5,0.25,3/8,2,73,0
G5,0.25,3/8,2,73,0
A5,0.25,3/8,2,74,0
F♯5,0.25,3/8,2,74,0
A5,0.25,3/8,2,74,0
F♯5,0.25,3/8,2,74,0
G5,0.25,3/8,2,74,0
E5,0.25,3/8,2,74,0
F♯5,0.5,3/8,2,75,0
D5,0.5,3/8,2,75,0
F♯4,0.5,3/8,2,75,0
G4,0.25,3/8,2,76,0
B4,0.25,3/8,2,76,0
D5,0.25,3/8,2,76,0
B4,0.25,3/8,2,76,0
G♯4,0.25,3/8,2,76,0
E5,0.25,3/8,2,76,0
A4,0.5,3/8,2,77,0
F♯5,0.5,3/8,2,77,0
A♯4,0.5,3/8,2,77,0
B4,0.25,3/8,2,78,0
D5,0.25,3/8,2,78,0
F♯5,0.25,3/8,2,78,0
D5,0.25,3/8,2,78,0
B4,0.25,3/8,2,78,0
G5,0.25,3/8,2,78,0
C♯5,0.5,3/8,2,79,0
A5,0.5,3/8,2,79,0
C♯5,0.5,3/8,2,79,0
D5,0.25,3/8,2,80,0
F♯5,0.25,3/8,2,80,0
A5,0.25,3/8,2,80,0
F♯5,0.25,3/8,2,80,0
D5,0.25,3/8,2,80,0
F♯5,0.25,3/8,2,80,0
G4,0.5,3/8,2,81,0
E5,0.25,3/8,2,81,0
C♯5,0.25,3/8,2,81,0
D5,0.25,3/8,2,81,0
F♯4,0.25,3/8,2,81,0
G4,0.25,3/8,2,82,0
D5,0.25,3/8,2,82,0
A4,0.5,3/8,2,82,0
C♯5,0.5,3/8,2,82,0
D5,0.25,3/8,2,83,0
A4,0.25,3/8,2,83,0
F♯5,0.25,3/8,2,83,0
D5,0.25,3/8,2,83,0
A5,0.25,3/8,2,83,0
F♯5,0.25,3/8,2,83,0
D6,0.25,3/8,2,84,0
A5,0.25,3/8,2,84,0
F♯5,0.25,3/8,2,84,0
D5,0.25,3/8,2,84,0
A5,0.25,3/8,2,84,0
F♯5,0.25,3/8,2,84,0
D5,0.25,3/8,2,85,0
F♯5,0.25,3/8,2,85,0
A4,0.25,3/8,2,85,0
D5,0.25,3/8,2,85,0
F♯4,0.25,3/8,2,85,0
A4,0.25,3/8,2,85,0
0,0,0,x,x,.
D4,1.5,4/4,3,86,0
F♯5,0.25,4/4,3,86,0
G5,0.25,4/4,3,86,0
G5,1.5,4/4,3,86,0
F♯5,0.16666666666666666,4/4,3,86,0
G5,0.16666666666666666,4/4,3,86,0
A5,0.16666666666666666,4/4,3,86,0
D♯4,1.5,4/4,3,87,0
C6,0.5,4/4,3,87,0
B5,0.75,4/4,3,87,0
A5,0.25,4/4,3,87,0
G5,0.75,4/4,3,87,0
F♯5,0.25,4/4,3,87,0
E4,1.5,4/4,3,88,0
G5,0.25,4/4,3,88,0
A5,0.25,4/4,3,88,0
A5,1.5,4/4,3,88,0
G5,0.16666666666666666,4/4,3,88,0
A5,0.16666666666666666,4/4,3,88,0
B5,0.16666666666666666,4/4,3,88,0
C♯5,1.5,4/4,3,89,0
E5,0.5,4/4,3,89,0
A5,0.75,4/4,3,89,0
F♯4,0.25,4/4,3,89,0
G5,0.75,4/4,3,89,0
E4,0.25,4/4,3,89,0
F♯5,0.75,4/4,3,90,0
D5,0.25,4/4,3,90,0
B5,1.0,4/4,3,90,0
C♯5,0.75,4/4,3,90,0
E5,0.25,4/4,3,90,0
A5,0.75,4/4,3,90,0
A4,0.25,4/4,3,90,0
B4,0.75,4/4,3,91,0
D5,0.25,4/4,3,91,0
G5,1.0,4/4,3,91,0
A4,0.75,4/4,3,91,0
C♯5,0.25,4/4,3,91,0
F♯5,0.75,4/4,3,91,0
F♯4,0.25,4/4,3,91,0
G4,0.75,4/4,3,92,0
F♯5,0.25,4/4,3,92,0
E5,0.75,4/4,3,92,0
D5,0.25,4/4,3,92,0
G♯4,0.75,4/4,3,92,0
E5,0.25,4/4,3,92,0
D5,0.75,4/4,3,92,0
B5,0.25,4/4,3,92,0
A4,0.75,4/4,3,93,0
C♯5,0.25,4/4,3,93,0
E5,1.0,4/4,3,93,0
0,0.75,4/4,3,93,0
G5,0.25,4/4,3,93,0
F♯5,0.75,4/4,3,93,0
E5,0.25,4/4,3,93,0
D6,0.75,4/4,3,94,0
C♯6,0.125,4/4,3,94,0
B5,0.125,4/4,3,94,0
A5,0.75,4/4,3,94,0
G5,0.25,4/4,3,94,0
E5,1.5,4/4,3,94,0
D5,0.5,4/4,3,94,0
D5,4.0,4/4,3,96,0
0,0,0,x,x,.
D5,0.5,4/4,2,97,0
E5,0.25,4/4,2,97,0
F♯5,0.25,4/4,2,97,0
E5,1.0,4/4,2,98,0
D5,1.0,4/4,2,98,0
C♯5,1.0,4/4,2,98,0
B4,0.5,4/4,2,98,0
A4,0.5,4/4,2,98,0
D5,1.0,4/4,2,99,0
A4,1.0,4/4,2,99,0
D4,1.0,4/4,2,99,0
D5,0.5,4/4,2,99,0
E5,0.25,4/4,2,99,0
F♯5,0.25,4/4,2,99,0
E5,1.0,4/4,2,100,0
D5,1.0,4/4,2,100,0
C♯5,1.0,4/4,2,100,0
B4,0.5,4/4,2,100,0
A4,0.5,4/4,2,100,0
D5,2.0,4/4,2,101,0
D4,1.0,4/4,2,101,0
D5,0.5,4/4,2,101,0
E5,0.25,4/4,2,101,0
F♯5,0.25,4/4,2,101,0
E5,1.0,4/4,2,102,0
D5,1.0,4/4,2,102,0
C♯5,1.0,4/4,2,102,0
B4,0.5,4/4,2,102,0
A4,0.5,4/4,2,102,0
D5,1.0,4/4,2,103,0
A4,1.0,4/4,2,103,0
D4,1.0,4/4,2,103,0
D5,0.5,4/4,2,103,0
E5,0.25,4/4,2,103,0
F♯5,0.25,4/4,2,103,0
E5,1.0,4/4,2,104,0
D5,1.0,4/4,2,104,0
C♯5,1.0,4/4,2,104,0
B4,0.5,4/4,2,104,0
A4,0.5,4/4,2,104,0
D5,3.0,4/4,2,105,0
F♯5,0.5,4/4,2,106,0
G♯5,0.5,4/4,2,106,0
A5,1.0,4/4,2,107,0
A4,1.0,4/4,2,107,0
A4,1.0,4/4,2,107,0
A4,1.0,4/4,2,107,0
A4,3.0,4/4,2,108,0
C♯5,0.5,4/4,2,108,0
E5,0.5,4/4,2,108,0
A4,1.0,4/4,2,109,0
D5,0.5,4/4,2,109,0
F♯5,0.5,4/4,2,109,0
A4,1.0,4/4,2,109,0
C♯5,0.5,4/4,2,109,0
E5,0.5,4/4,2,109,0
A4,1.0,4/4,2,110,0
E5,0.5,4/4,2,110,0
A5,0.5,4/4,2,110,0
A4,1.0,4/4,2,110,0
C♯5,0.5,4/4,2,110,0
D♯5,0.5,4/4,2,110,0
E5,1.0,4/4,2,111,0
E4,1.0,4/4,2,111,0
E4,1.0,4/4,2,111,0
E4,1.0,4/4,2,111,0
E4,3.0,4/4,2,112,0
D5,1.0,4/4,2,112,0
C♯5,1.0,4/4,2,113,0
B4,1.0,4/4,2,113,0
A4,1.0,4/4,2,113,0
B4,0.5,4/4,2,113,0
G♯4,0.5,4/4,2,113,0
A4,3.0,4/4,2,114,0
D5,0.5,4/4,4,114,0
E5,0.25,4/4,4,114,0
F♯5,0.25,4/4,4,114,0
E5,1.0,4/4,4,115,0
D5,1.0,4/4,4,115,0
C♯5,1.0,4/4,4,115,0
B4,0.5,4/4,4,115,0
A4,0.5,4/4,4,115,0
D5,1.0,4/4,4,116,0
A4,1.0,4/4,4,116,0
D4,1.0,4/4,4,116,0
D5,0.5,4/4,4,116,0
E5,0.25,4/4,4,116,0
F♯5,0.25,4/4,4,116,0
E5,1.0,4/4,4,117,0
D5,1.0,4/4,4,117,0
C♯5,1.0,4/4,4,117,0
B4,0.5,4/4,4,117,0
A4,0.5,4/4,4,117,0
D5,2.0,4/4,4,118,0
D4,1.0,4/4,4,118,0
D5,0.5,4/4,4,118,0
E5,0.25,4/4,4,118,0
F♯5,0.25,4/4,4,118,0
E5,1.0,4/4,4,119,0
D5,1.0,4/4,4,119,0
C♯5,1.0,4/4,4,119,0
B4,0.5,4/4,4,119,0
A4,0.5,4/4,4,119,0
D5,1.0,4/4,4,120,0
A4,1.0,4/4,4,120,0
D4,1.0,4/4,4,120,0
D5,0.5,4/4,4,120,0
E5,0.25,4/4,4,120,0
F♯5,0.25,4/4,4,120,0
E5,1.0,4/4,4,121,0
D5,1.0,4/4,4,121,0
C♯5,1.0,4/4,4,121,0
B4,0.5,4/4,4,121,0
A4,0.5,4/4,4,121,0
D5,3.0,4/4,4,122,0
D5,1.0,4/4,4,122,0
G5,1.0,4/4,4,123,0
G5,0.5,4/4,4,123,0
B5,0.5,4/4,4,123,0
G5,1.0,4/4,4,123,0
D5,1.0,4/4,4,123,0
G5,2.0,4/4,4,124,0
G4,1.0,4/4,4,124,0
A4,1.0,4/4,4,124,0
B4,1.0,4/4,4,125,0
D5,1.0,4/4,4,125,0
A4,1.0,4/4,4,125,0
C5,1.0,4/4,4,125,0
G4,2.0,4/4,4,126,0
B4,1.0,4/4,4,126,0
A4,0.5,4/4,4,126,0
B4,0.5,4/4,4,126,0
D5,0.5,4/4,4,127,0
B4,0.5,4/4,4,127,0
A4,0.5,4/4,4,127,0
B4,0.5,4/4,4,127,0
G4,0.5,4/4,4,127,0
B4,0.5,4/4,4,127,0
A4,0.5,4/4,4,127,0
B4,0.5,4/4,4,127,0
C5,0.5,4/4,4,128,0
