Note,Score_duration,Time-Signature,Movement,Measure,Repeated
F♯5,0.5,4/4,2,15,0
E5,0.5,4/4,2,15,0
D5,0.5,4/4,2,15,0
F♯4,0.5,4/4,2,15,0
B4,0.5,4/4,2,15,0
A4,0.5,4/4,2,15,0
G♯4,0.5,4/4,2,16,0
D5,0.25,4/4,2,16,0
E5,0.125,4/4,2,16,0
F♯5,0.125,4/4,2,16,0
E5,0.5,4/4,2,16,0
D5,0.5,4/4,2,16,0
C♯5,0.5,4/4,2,16,0
G4,0.25,4/4,2,16,0
A4,0.125,4/4,2,16,0
B4,0.125,4/4,2,16,0
A4,0.5,4/4,2,16,0
G4,0.5,4/4,2,16,0
D5,0.5,4/4,2,17,0
F♯4,0.5,4/4,2,17,0
G5,0.5,4/4,2,17,0
E4,0.5,4/4,2,17,0
F♯5,0.5,4/4,2,17,0
D4,0.5,4/4,2,17,0
B5,0.5,4/4,2,17,0
G4,0.5,4/4,2,17,0
G5,0.5,4/4,2,18,0
E5,0.5,4/4,2,18,0
A5,0.5,4/4,2,18,0
A4,0.5,4/4,2,18,0
D4,0.25,4/4,2,18,0
D5,0.25,4/4,2,18,0
C♯5,0.25,4/4,2,18,0
D5,0.25,4/4,2,18,0
F♯5,0.25,4/4,2,18,0
D5,0.25,4/4,2,18,0
C♯5,0.25,4/4,2,18,0
D5,0.25,4/4,2,18,0
D4,0.25,4/4,2,19,0
D5,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
D5,0.25,4/4,2,19,0
A5,0.25,4/4,2,19,0
D5,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
D5,0.25,4/4,2,19,0
A4,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
B4,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
E5,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
B4,0.25,4/4,2,19,0
C♯5,0.25,4/4,2,19,0
A4,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
B4,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
A5,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
B4,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
G♯4,0.25,4/4,2,20,0
D5,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
D5,0.25,4/4,2,20,0
E5,0.25,4/4,2,20,0
D5,0.25,4/4,2,20,0
C♯5,0.25,4/4,2,20,0
D5,0.25,4/4,2,20,0
E4,0.25,4/4,2,21,0
D5,0.25,4/4,2,21,0
C♯5,0.25,4/4,2,21,0
D5,0.25,4/4,2,21,0
B5,0.25,4/4,2,21,0
D5,0.25,4/4,2,21,0
C♯5,0.25,4/4,2,21,0
D5,0.25,4/4,2,21,0
A4,0.5,4/4,2,21,0
C♯6,0.5,4/4,2,21,0
D5,0.5,4/4,2,21,0
B5,0.5,4/4,2,21,0
C♯5,0.5,4/4,2,22,0
A5,0.5,4/4,2,22,0
F♯5,0.5,4/4,2,22,0
A5,0.5,4/4,2,22,0
D5,0.25,4/4,2,22,0
F♯5,0.25,4/4,2,22,0
B4,0.25,4/4,2,22,0
D5,0.25,4/4,2,22,0
E5,0.25,4/4,2,22,0
G♯5,0.25,4/4,2,22,0
E4,0.25,4/4,2,22,0
D5,0.25,4/4,2,22,0
A4,0.25,4/4,2,23,0
D5,0.25,4/4,2,23,0
C♯5,0.25,4/4,2,23,0
B4,0.25,4/4,2,23,0
C♯5,0.5,4/4,2,23,0
F♯4,0.5,4/4,2,23,0
D4,0.5,4/4,2,23,0
B5,0.5,4/4,2,23,0
E4,0.5,4/4,2,23,0
G♯5,0.5,4/4,2,23,0
A4,0.5,4/4,2,24,0
G5,0.5,4/4,2,24,0
D5,0.5,4/4,2,24,0
F♯5,0.5,4/4,2,24,0
C♯5,0.25,4/4,2,24,0
A5,0.25,4/4,2,24,0
G♯5,0.25,4/4,2,24,0
A5,0.25,4/4,2,24,0
F♯5,0.25,4/4,2,24,0
A5,0.25,4/4,2,24,0
G♯5,0.25,4/4,2,24,0
A5,0.25,4/4,2,24,0
D5,0.5,4/4,2,25,0
B4,0.5,4/4,2,25,0
E5,0.5,4/4,2,25,0
E4,0.5,4/4,2,25,0
A4,0.5,4/4,2,25,0
C♯5,0.25,4/4,2,25,0
B4,0.25,4/4,2,25,0
C♯5,0.5,4/4,2,25,0
F♯4,0.5,4/4,2,25,0
D4,0.5,4/4,2,26,0
B5,0.5,4/4,2,26,0
E5,0.5,4/4,2,26,0
G♯5,0.5,4/4,2,26,0
A4,1.0,4/4,2,26,0
0,1.0,4/4,2,26,0
0,0,0,x,x,.
A5,1.1666666666666667,4/4,3,27,0
E5,0.16666666666666666,4/4,3,27,0
C♯5,0.16666666666666666,4/4,3,27,0
E5,0.16666666666666666,4/4,3,27,0
C♯5,0.16666666666666666,4/4,3,27,0
A4,0.16666666666666666,4/4,3,27,0
A5,0.16666666666666666,4/4,3,27,0
E5,0.16666666666666666,4/4,3,27,0
C♯5,0.16666666666666666,4/4,3,27,0
E5,0.16666666666666666,4/4,3,27,0
C♯5,0.16666666666666666,4/4,3,27,0
A4,0.16666666666666666,4/4,3,27,0
0,1.0,4/4,3,27,0
G5,1.1666666666666667,4/4,3,28,0
E5,0.16666666666666666,4/4,3,28,0
C♯5,0.16666666666666666,4/4,3,28,0
E5,0.16666666666666666,4/4,3,28,0
C♯5,0.16666666666666666,4/4,3,28,0
A4,0.16666666666666666,4/4,3,28,0
G5,0.16666666666666666,4/4,3,28,0
E5,0.16666666666666666,4/4,3,28,0
C♯5,0.16666666666666666,4/4,3,28,0
E5,0.16666666666666666,4/4,3,28,0
C♯5,0.16666666666666666,4/4,3,28,0
A4,0.16666666666666666,4/4,3,28,0
0,1.0,4/4,3,28,0
F♯5,0.125,4/4,3,29,0
C♯5,0.125,4/4,3,29,0
D5,0.75,4/4,3,29,0
E5,0.125,4/4,3,29,0
C♯5,0.125,4/4,3,29,0
D5,0.75,4/4,3,29,0
A5,0.125,4/4,3,29,0
C♯5,0.125,4/4,3,29,0
D5,0.75,4/4,3,29,0
E5,0.125,4/4,3,29,0
C♯5,0.125,4/4,3,29,0
D5,0.75,4/4,3,29,0
B5,1.1666666666666667,4/4,3,30,0
F♯5,0.16666666666666666,4/4,3,30,0
D♯5,0.16666666666666666,4/4,3,30,0
F♯5,0.16666666666666666,4/4,3,30,0
D♯5,0.16666666666666666,4/4,3,30,0
B4,0.16666666666666666,4/4,3,30,0
B5,0.16666666666666666,4/4,3,30,0
F♯5,0.16666666666666666,4/4,3,30,0
D♯5,0.16666666666666666,4/4,3,30,0
F♯5,0.16666666666666666,4/4,3,30,0
D♯5,0.16666666666666666,4/4,3,30,0
B4,0.16666666666666666,4/4,3,30,0
0,1.0,4/4,3,30,0
A5,1.1666666666666667,4/4,3,31,0
F♯5,0.16666666666666666,4/4,3,31,0
D♯5,0.16666666666666666,4/4,3,31,0
F♯5,0.16666666666666666,4/4,3,31,0
D♯5,0.16666666666666666,4/4,3,31,0
B4,0.16666666666666666,4/4,3,31,0
A5,0.16666666666666666,4/4,3,31,0
F♯5,0.16666666666666666,4/4,3,31,0
D♯5,0.16666666666666666,4/4,3,31,0
F♯5,0.16666666666666666,4/4,3,31,0
D♯5,0.16666666666666666,4/4,3,31,0
B4,0.16666666666666666,4/4,3,31,0
0,1.0,4/4,3,31,0
G♯5,0.125,4/4,3,32,0
D♯5,0.125,4/4,3,32,0
E5,0.75,4/4,3,32,0
F♯5,0.125,4/4,3,32,0
D♯5,0.125,4/4,3,32,0
E5,0.75,4/4,3,32,0
B5,0.125,4/4,3,32,0
D♯5,0.125,4/4,3,32,0
E5,0.75,4/4,3,32,0
F♯5,0.125,4/4,3,32,0
D♯5,0.125,4/4,3,32,0
E5,0.75,4/4,3,32,0
F♯4,0.25,4/4,3,33,0
D5,0.125,4/4,3,33,0
C♯5,0.125,4/4,3,33,0
D5,0.25,4/4,3,33,0
F♯5,0.25,4/4,3,33,0
0,0.25,4/4,3,33,0
F♯5,0.25,4/4,3,33,0
E5,0.25,4/4,3,33,0
D5,0.25,4/4,3,33,0
G♯4,0.25,4/4,3,33,0
D5,0.125,4/4,3,33,0
C♯5,0.125,4/4,3,33,0
D5,0.25,4/4,3,33,0
F♯5,0.25,4/4,3,33,0
0,0.25,4/4,3,33,0
F♯5,0.25,4/4,3,33,0
E5,0.25,4/4,3,33,0
D5,0.25,4/4,3,33,0
A4,0.25,4/4,3,34,0
C♯5,0.125,4/4,3,34,0
B4,0.125,4/4,3,34,0
C♯5,0.25,4/4,3,34,0
A5,0.25,4/4,3,34,0
G♯4,0.25,4/4,3,34,0
C♯5,0.25,4/4,3,34,0
E5,0.25,4/4,3,34,0
A5,0.25,4/4,3,34,0
F♯4,0.25,4/4,3,34,0
C♯5,0.125,4/4,3,34,0
B4,0.125,4/4,3,34,0
C♯5,0.25,4/4,3,34,0
A5,0.25,4/4,3,34,0
E4,0.25,4/4,3,34,0
C♯5,0.25,4/4,3,34,0
E5,0.25,4/4,3,34,0
A5,0.25,4/4,3,34,0
D♯4,0.5,4/4,3,35,0
0,0.25,4/4,3,35,0
C♯5,0.25,4/4,3,35,0
C♯5,0.75,4/4,3,35,0
B4,0.125,4/4,3,35,0
C♯5,0.125,4/4,3,35,0
E4,0.25,4/4,3,35,0
B4,0.25,4/4,3,35,0
D♯5,0.25,4/4,3,35,0
E5,0.25,4/4,3,35,0
A4,0.25,4/4,3,35,0
C♯5,0.25,4/4,3,35,0
D♯5,0.25,4/4,3,35,0
E5,0.25,4/4,3,35,0
G♯4,0.25,4/4,3,36,0
B4,0.25,4/4,3,36,0
D♯5,0.25,4/4,3,36,0
E5,0.25,4/4,3,36,0
F♯4,0.25,4/4,3,36,0
A4,0.25,4/4,3,36,0
D♯5,0.25,4/4,3,36,0
E5,0.25,4/4,3,36,0
E4,1.0,4/4,3,36,0
0,1.0,4/4,3,36,0
0,0,0,x,x,.
C♯5,0.25,3/8,4,37,0
D5,0.25,3/8,4,37,0
E5,0.25,3/8,4,37,0
C♯5,0.25,3/8,4,37,0
D5,0.25,3/8,4,37,0
B4,0.25,3/8,4,37,0
A4,0.25,3/8,4,38,0
B4,0.25,3/8,4,38,0
A4,0.25,3/8,4,38,0
G♯4,0.25,3/8,4,38,0
A4,0.5,3/8,4,38,0
B4,0.25,3/8,4,39,0
C♯5,0.25,3/8,4,39,0
D5,0.25,3/8,4,39,0
E4,0.25,3/8,4,39,0
D5,0.5,3/8,4,39,0
D5,0.5,3/8,4,40,0
C♯5,0.25,3/8,4,40,0
B4,0.25,3/8,4,40,0
C♯5,0.5,3/8,4,40,0
F♯5,0.25,3/8,4,41,0
G♯5,0.25,3/8,4,41,0
A5,0.25,3/8,4,41,0
C♯5,0.25,3/8,4,41,0
F♯5,0.25,3/8,4,41,0
E5,0.25,3/8,4,41,0
D♯5,0.25,3/8,4,42,0
E5,0.25,3/8,4,42,0
F♯5,0.25,3/8,4,42,0
D♯5,0.25,3/8,4,42,0
B4,0.25,3/8,4,42,0
A4,0.25,3/8,4,42,0
G♯4,0.25,3/8,4,43,0
E5,0.25,3/8,4,43,0
F♯4,0.5,3/8,4,43,0
D♯5,0.5,3/8,4,43,0
E4,0.25,3/8,4,44,0
G♯4,0.25,3/8,4,44,0
B4,0.25,3/8,4,44,0
E5,0.25,3/8,4,44,0
D♯5,0.25,3/8,4,44,0
E5,0.25,3/8,4,44,0
E4,0.25,3/8,4,45,0
A4,0.25,3/8,4,45,0
C♯5,0.25,3/8,4,45,0
E5,0.25,3/8,4,45,0
D♯5,0.25,3/8,4,45,0
E5,0.25,3/8,4,45,0
E4,0.25,3/8,4,46,0
G♯4,0.25,3/8,4,46,0
B4,0.25,3/8,4,46,0
E5,0.25,3/8,4,46,0
D♯5,0.25,3/8,4,46,0
E5,0.25,3/8,4,46,0
G♯4,0.25,3/8,4,47,0
E5,0.25,3/8,4,47,0
F♯4,0.5,3/8,4,47,0
D♯5,0.5,3/8,4,47,0
E5,0.5,3/8,4,48,0
E4,0.5,3/8,4,48,0
0,0.5,3/8,4,48,0
C♯5,0.25,3/8,4,37,1
D5,0.25,3/8,4,37,1
E5,0.25,3/8,4,37,1
C♯5,0.25,3/8,4,37,1
D5,0.25,3/8,4,37,1
B4,0.25,3/8,4,37,1
A4,0.25,3/8,4,38,1
B4,0.25,3/8,4,38,1
A4,0.25,3/8,4,38,1
G♯4,0.25,3/8,4,38,1
A4,0.5,3/8,4,38,1
B4,0.25,3/8,4,39,1
C♯5,0.25,3/8,4,39,1
D5,0.25,3/8,4,39,1
E4,0.25,3/8,4,39,1
D5,0.5,3/8,4,39,1
D5,0.5,3/8,4,40,1
C♯5,0.25,3/8,4,40,1
B4,0.25,3/8,4,40,1
C♯5,0.5,3/8,4,40,1
F♯5,0.25,3/8,4,41,1
G♯5,0.25,3/8,4,41,1
A5,0.25,3/8,4,41,1
C♯5,0.25,3/8,4,41,1
F♯5,0.25,3/8,4,41,1
E5,0.25,3/8,4,41,1
D♯5,0.25,3/8,4,42,1
E5,0.25,3/8,4,42,1
F♯5,0.25,3/8,4,42,1
D♯5,0.25,3/8,4,42,1
B4,0.25,3/8,4,42,1
A4,0.25,3/8,4,42,1
G♯4,0.25,3/8,4,43,1
E5,0.25,3/8,4,43,1
F♯4,0.5,3/8,4,43,1
D♯5,0.5,3/8,4,43,1
E4,0.25,3/8,4,44,1
G♯4,0.25,3/8,4,44,1
B4,0.25,3/8,4,44,1
E5,0.25,3/8,4,44,1
D♯5,0.25,3/8,4,44,1
E5,0.25,3/8,4,44,1
E4,0.25,3/8,4,45,1
A4,0.25,3/8,4,45,1
C♯5,0.25,3/8,4,45,1
E5,0.25,3/8,4,45,1
D♯5,0.25,3/8,4,45,1
E5,0.25,3/8,4,45,1
E4,0.25,3/8,4,46,1
G♯4,0.25,3/8,4,46,1
B4,0.25,3/8,4,46,1
E5,0.25,3/8,4,46,1
D♯5,0.25,3/8,4,46,1
E5,0.25,3/8,4,46,1
G♯4,0.25,3/8,4,47,1
E5,0.25,3/8,4,47,1
F♯4,0.5,3/8,4,47,1
D♯5,0.5,3/8,4,47,1
E5,0.5,3/8,4,48,1
E4,0.5,3/8,4,48,1
0,0.5,3/8,4,48,1
D5,0.25,3/8,4,49,0
E5,0.25,3/8,4,49,0
F♯5,0.25,3/8,4,49,0
D5,0.25,3/8,4,49,0
E5,0.25,3/8,4,49,0
C♯5,0.25,3/8,4,49,0
D5,0.5,3/8,4,50,0
C♯5,0.5,3/8,4,50,0
B4,0.5,3/8,4,50,0
C♯5,0.25,3/8,4,51,0
D5,0.25,3/8,4,51,0
E5,0.25,3/8,4,51,0
C♯5,0.25,3/8,4,51,0
D5,0.25,3/8,4,51,0
B4,0.25,3/8,4,51,0
C♯5,0.5,3/8,4,52,0
B4,0.5,3/8,4,52,0
A4,0.5,3/8,4,52,0
F♯5,0.25,3/8,4,53,0
E5,0.25,3/8,4,53,0
F♯5,0.25,3/8,4,53,0
D5,0.25,3/8,4,53,0
C♯5,0.25,3/8,4,53,0
D5,0.25,3/8,4,53,0
A5,0.25,3/8,4,54,0
G♯5,0.25,3/8,4,54,0
A5,0.25,3/8,4,54,0
C♯5,0.25,3/8,4,54,0
B4,0.25,3/8,4,54,0
A4,0.25,3/8,4,54,0
B4,0.5,3/8,4,55,0
E4,0.5,3/8,4,55,0
G♯4,0.5,3/8,4,55,0
A4,0.25,3/8,4,56,0
C♯5,0.25,3/8,4,56,0
E5,0.25,3/8,4,56,0
A5,0.25,3/8,4,56,0
G♯5,0.25,3/8,4,56,0
A5,0.25,3/8,4,56,0
A4,0.25,3/8,4,57,0
D5,0.25,3/8,4,57,0
F♯5,0.25,3/8,4,57,0
A5,0.25,3/8,4,57,0
G♯5,0.25,3/8,4,57,0
A5,0.25,3/8,4,57,0
A4,0.25,3/8,4,58,0
C♯5,0.25,3/8,4,58,0
E5,0.25,3/8,4,58,0
A5,0.25,3/8,4,58,0
G♯5,0.25,3/8,4,58,0
A5,0.25,3/8,4,58,0
F♯5,0.25,3/8,4,59,0
E5,0.25,3/8,4,59,0
F♯5,0.25,3/8,4,59,0
D5,0.25,3/8,4,59,0
C♯5,0.25,3/8,4,59,0
D5,0.25,3/8,4,59,0
A5,0.25,3/8,4,60,0
G♯5,0.25,3/8,4,60,0
A5,0.25,3/8,4,60,0
C♯5,0.25,3/8,4,60,0
B4,0.25,3/8,4,60,0
A4,0.25,3/8,4,60,0
B4,0.5,3/8,4,61,0
E4,0.5,3/8,4,61,0
G♯4,0.5,3/8,4,61,0
A4,0.75,3/8,4,62,0
C♯5,0.25,3/8,4,62,0
B4,0.25,3/8,4,62,0
A4,0.25,3/8,4,62,0
D5,0.25,3/8,4,49,1
E5,0.25,3/8,4,49,1
F♯5,0.25,3/8,4,49,1
D5,0.25,3/8,4,49,1
E5,0.25,3/8,4,49,1
C♯5,0.25,3/8,4,49,1
D5,0.5,3/8,4,50,1
C♯5,0.5,3/8,4,50,1
B4,0.5,3/8,4,50,1
C♯5,0.25,3/8,4,51,1
D5,0.25,3/8,4,51,1
E5,0.25,3/8,4,51,1
C♯5,0.25,3/8,4,51,1
D5,0.25,3/8,4,51,1
B4,0.25,3/8,4,51,1
C♯5,0.5,3/8,4,52,1
B4,0.5,3/8,4,52,1
A4,0.5,3/8,4,52,1
F♯5,0.25,3/8,4,53,1
E5,0.25,3/8,4,53,1
F♯5,0.25,3/8,4,53,1
D5,0.25,3/8,4,53,1
C♯5,0.25,3/8,4,53,1
D5,0.25,3/8,4,53,1
A5,0.25,3/8,4,54,1
G♯5,0.25,3/8,4,54,1
A5,0.25,3/8,4,54,1
C♯5,0.25,3/8,4,54,1
B4,0.25,3/8,4,54,1
A4,0.25,3/8,4,54,1
B4,0.5,3/8,4,55,1
E4,0.5,3/8,4,55,1
G♯4,0.5,3/8,4,55,1
A4,0.25,3/8,4,56,1
C♯5,0.25,3/8,4,56,1
E5,0.25,3/8,4,56,1
A5,0.25,3/8,4,56,1
G♯5,0.25,3/8,4,56,1
A5,0.25,3/8,4,56,1
A4,0.25,3/8,4,57,1
D5,0.25,3/8,4,57,1
F♯5,0.25,3/8,4,57,1
A5,0.25,3/8,4,57,1
G♯5,0.25,3/8,4,57,1
A5,0.25,3/8,4,57,1
A4,0.25,3/8,4,58,1
C♯5,0.25,3/8,4,58,1
E5,0.25,3/8,4,58,1
A5,0.25,3/8,4,58,1
G♯5,0.25,3/8,4,58,1
A5,0.25,3/8,4,58,1
F♯5,0.25,3/8,4,59,1
E5,0.25,3/8,4,59,1
F♯5,0.25,3/8,4,59,1
D5,0.25,3/8,4,59,1
C♯5,0.25,3/8,4,59,1
D5,0.25,3/8,4,59,1
A5,0.25,3/8,4,60,1
G♯5,0.25,3/8,4,60,1
A5,0.25,3/8,4,60,1
C♯5,0.25,3/8,4,60,1
B4,0.25,3/8,4,60,1
A4,0.25,3/8,4,60,1
B4,0.5,3/8,4,61,1
E4,0.5,3/8,4,61,1
G♯4,0.5,3/8,4,61,1
A4,1.5,3/8,4,63,0
0,0,0,x,x,.
