Note,Score_duration,Time-Signature,Movement,Measure,Repeated
G5,0.25,4/4,2,9,0
B4,0.25,4/4,2,9,0
D5,0.25,4/4,2,9,0
C♯5,0.25,4/4,2,9,0
E5,0.25,4/4,2,9,0
A4,0.25,4/4,2,9,0
A5,0.25,4/4,2,9,0
B4,0.25,4/4,2,9,0
G5,0.25,4/4,2,9,0
C♯5,0.25,4/4,2,9,0
E5,0.25,4/4,2,9,0
D4,0.25,4/4,2,10,0
F♯4,0.25,4/4,2,10,0
A4,0.25,4/4,2,10,0
D5,0.25,4/4,2,10,0
0,0.25,4/4,2,10,0
F♯5,0.25,4/4,2,10,0
D5,0.25,4/4,2,10,0
A5,0.25,4/4,2,10,0
G4,0.25,4/4,2,10,0
B5,0.25,4/4,2,10,0
A5,0.25,4/4,2,10,0
G5,0.25,4/4,2,10,0
G4,0.25,4/4,2,10,0
B5,0.25,4/4,2,10,0
E4,0.25,4/4,2,10,0
G5,0.25,4/4,2,10,0
F♯4,0.25,4/4,2,11,0
A5,0.25,4/4,2,11,0
G5,0.25,4/4,2,11,0
F♯5,0.25,4/4,2,11,0
F♯4,0.25,4/4,2,11,0
A5,0.25,4/4,2,11,0
D4,0.25,4/4,2,11,0
F♯5,0.25,4/4,2,11,0
G4,0.25,4/4,2,11,0
B5,0.25,4/4,2,11,0
A5,0.25,4/4,2,11,0
G5,0.25,4/4,2,11,0
G4,0.25,4/4,2,11,0
B5,0.25,4/4,2,11,0
E4,0.25,4/4,2,11,0
G5,0.25,4/4,2,11,0
F♯4,0.25,4/4,2,12,0
A5,0.25,4/4,2,12,0
G5,0.25,4/4,2,12,0
F♯5,0.25,4/4,2,12,0
F♯4,0.25,4/4,2,12,0
A5,0.25,4/4,2,12,0
D4,0.25,4/4,2,12,0
F♯5,0.25,4/4,2,12,0
G4,0.25,4/4,2,12,0
B5,0.25,4/4,2,12,0
F♯4,0.25,4/4,2,12,0
A5,0.25,4/4,2,12,0
E4,0.25,4/4,2,12,0
G5,0.25,4/4,2,12,0
D4,0.25,4/4,2,12,0
F♯5,0.25,4/4,2,12,0
C♯5,0.25,4/4,2,13,0
E5,0.25,4/4,2,13,0
A4,0.5,4/4,2,13,0
0,0.25,4/4,2,13,0
G4,0.25,4/4,2,13,0
F♯4,0.25,4/4,2,13,0
E4,0.25,4/4,2,13,0
F♯4,0.25,4/4,2,13,0
A5,0.25,4/4,2,13,0
B4,0.25,4/4,2,13,0
D5,0.25,4/4,2,13,0
G4,0.25,4/4,2,13,0
E5,0.25,4/4,2,13,0
A4,0.25,4/4,2,13,0
C♯5,0.25,4/4,2,13,0
F♯4,0.25,4/4,2,14,0
A5,0.25,4/4,2,14,0
B4,0.25,4/4,2,14,0
D5,0.25,4/4,2,14,0
G4,0.25,4/4,2,14,0
E5,0.25,4/4,2,14,0
A4,0.25,4/4,2,14,0
C♯5,0.25,4/4,2,14,0
D4,0.25,4/4,2,14,0
F♯5,0.25,4/4,2,14,0
E4,0.25,4/4,2,14,0
G5,0.25,4/4,2,14,0
F♯4,0.25,4/4,2,14,0
A5,0.25,4/4,2,14,0
G4,0.25,4/4,2,14,0
B5,0.25,4/4,2,14,0
A4,0.25,4/4,2,15,0
C♯5,0.25,4/4,2,15,0
F♯4,0.25,4/4,2,15,0
D5,0.25,4/4,2,15,0
G4,0.25,4/4,2,15,0
E5,0.25,4/4,2,15,0
A4,0.25,4/4,2,15,0
C♯5,0.25,4/4,2,15,0
D4,0.25,4/4,2,15,0
C♯5,0.25,4/4,2,15,0
D5,0.25,4/4,2,15,0
B4,0.25,4/4,2,15,0
D4,0.25,4/4,2,15,0
F♯5,0.25,4/4,2,15,0
D5,0.25,4/4,2,15,0
C♯5,0.25,4/4,2,15,0
E4,0.25,4/4,2,16,0
C♯5,0.25,4/4,2,16,0
D5,0.25,4/4,2,16,0
B4,0.25,4/4,2,16,0
F♯4,0.25,4/4,2,16,0
F♯5,0.25,4/4,2,16,0
D5,0.25,4/4,2,16,0
C♯5,0.25,4/4,2,16,0
G4,0.25,4/4,2,16,0
C♯5,0.25,4/4,2,16,0
D5,0.25,4/4,2,16,0
B4,0.25,4/4,2,16,0
E5,0.25,4/4,2,16,0
F♯5,0.125,4/4,2,16,0
E5,0.125,4/4,2,16,0
D5,0.25,4/4,2,16,0
E5,0.25,4/4,2,16,0
F♯4,0.25,4/4,2,17,0
A♯4,0.25,4/4,2,17,0
C♯5,0.25,4/4,2,17,0
F♯5,0.25,4/4,2,17,0
F♯4,0.25,4/4,2,17,0
B4,0.25,4/4,2,17,0
D5,0.25,4/4,2,17,0
F♯5,0.25,4/4,2,17,0
F♯4,0.25,4/4,2,17,0
A♯4,0.25,4/4,2,17,0
C♯5,0.5,4/4,2,17,0
0,1.0,4/4,2,17,0
0,0,0,x,x,.
D5,0.25,4/4,3,18,0
F♯5,0.25,4/4,3,18,0
A5,1.5,4/4,3,18,0
C♯5,0.25,4/4,3,18,0
E5,0.25,4/4,3,18,0
A5,1.5,4/4,3,18,0
B4,0.25,4/4,3,19,0
D5,0.25,4/4,3,19,0
G5,1.0,4/4,3,19,0
G♯5,0.25,4/4,3,19,0
A5,0.25,4/4,3,19,0
C♯5,0.25,4/4,3,19,0
E5,0.25,4/4,3,19,0
A4,0.5,4/4,3,19,0
0,1.0,4/4,3,19,0
E5,0.25,4/4,3,20,0
G5,0.25,4/4,3,20,0
B5,1.5,4/4,3,20,0
D5,0.25,4/4,3,20,0
F♯5,0.25,4/4,3,20,0
B5,1.5,4/4,3,20,0
C5,0.25,4/4,3,21,0
E5,0.25,4/4,3,21,0
A5,1.0,4/4,3,21,0
A♯5,0.25,4/4,3,21,0
B5,0.25,4/4,3,21,0
D♯5,0.25,4/4,3,21,0
F♯5,0.25,4/4,3,21,0
B4,0.5,4/4,3,21,0
0,1.0,4/4,3,21,0
0,0,0,x,x,.
0,0.25,4/4,4,22,0
G4,0.125,4/4,4,22,0
F♯4,0.125,4/4,4,22,0
G4,0.25,4/4,4,22,0
E4,0.25,4/4,4,22,0
C5,0.25,4/4,4,22,0
E4,0.25,4/4,4,22,0
F♯4,0.25,4/4,4,22,0
C5,0.25,4/4,4,22,0
G4,0.25,4/4,4,22,0
B4,0.125,4/4,4,22,0
A4,0.125,4/4,4,22,0
B4,0.25,4/4,4,22,0
G4,0.25,4/4,4,22,0
D5,0.25,4/4,4,22,0
F♯4,0.25,4/4,4,22,0
G♯4,0.25,4/4,4,22,0
D5,0.25,4/4,4,22,0
A4,0.25,4/4,4,23,0
C5,0.125,4/4,4,23,0
B4,0.125,4/4,4,23,0
C5,0.25,4/4,4,23,0
A4,0.25,4/4,4,23,0
D♯5,0.25,4/4,4,23,0
B4,0.25,4/4,4,23,0
F♯5,0.25,4/4,4,23,0
A4,0.25,4/4,4,23,0
G4,0.25,4/4,4,23,0
B4,0.25,4/4,4,23,0
E5,0.25,4/4,4,23,0
G4,0.25,4/4,4,23,0
A4,0.25,4/4,4,23,0
F♯5,0.25,4/4,4,23,0
B4,0.25,4/4,4,23,0
D♯5,0.25,4/4,4,23,0
E4,0.25,4/4,4,24,0
E5,0.25,4/4,4,24,0
F♯5,0.25,4/4,4,24,0
G5,0.25,4/4,4,24,0
C♯5,0.25,4/4,4,24,0
G5,0.25,4/4,4,24,0
B4,0.25,4/4,4,24,0
G5,0.25,4/4,4,24,0
A4,0.25,4/4,4,24,0
C♯5,0.25,4/4,4,24,0
E5,0.25,4/4,4,24,0
G5,0.25,4/4,4,24,0
0,0.25,4/4,4,24,0
B5,0.25,4/4,4,24,0
A5,0.25,4/4,4,24,0
G5,0.25,4/4,4,24,0
D4,0.25,4/4,4,25,0
F♯5,0.25,4/4,4,25,0
G5,0.25,4/4,4,25,0
F♯5,0.25,4/4,4,25,0
B4,0.25,4/4,4,25,0
F♯5,0.25,4/4,4,25,0
A4,0.25,4/4,4,25,0
F♯5,0.25,4/4,4,25,0
G4,0.25,4/4,4,25,0
B4,0.25,4/4,4,25,0
D5,0.25,4/4,4,25,0
F♯5,0.25,4/4,4,25,0
0,0.25,4/4,4,25,0
B5,0.25,4/4,4,25,0
G5,0.25,4/4,4,25,0
D♯5,0.25,4/4,4,25,0
E5,0.25,4/4,4,26,0
F♯5,0.25,4/4,4,26,0
G5,0.25,4/4,4,26,0
E5,0.25,4/4,4,26,0
C♯5,0.25,4/4,4,26,0
D5,0.25,4/4,4,26,0
E5,0.25,4/4,4,26,0
C♯5,0.25,4/4,4,26,0
A♯4,0.25,4/4,4,26,0
B4,0.25,4/4,4,26,0
C♯5,0.25,4/4,4,26,0
A♯4,0.25,4/4,4,26,0
F♯4,0.25,4/4,4,26,0
E5,0.25,4/4,4,26,0
D5,0.25,4/4,4,26,0
C♯5,0.25,4/4,4,26,0
0,0.25,4/4,4,27,0
D5,0.125,4/4,4,27,0
C♯5,0.125,4/4,4,27,0
D5,0.25,4/4,4,27,0
B4,0.25,4/4,4,27,0
G5,0.25,4/4,4,27,0
B4,0.25,4/4,4,27,0
C♯5,0.25,4/4,4,27,0
G5,0.25,4/4,4,27,0
D5,0.25,4/4,4,27,0
F♯5,0.125,4/4,4,27,0
E5,0.125,4/4,4,27,0
F♯5,0.25,4/4,4,27,0
D5,0.25,4/4,4,27,0
A5,0.25,4/4,4,27,0
C♯5,0.25,4/4,4,27,0
D♯5,0.25,4/4,4,27,0
A5,0.25,4/4,4,27,0
E5,0.25,4/4,4,28,0
G5,0.125,4/4,4,28,0
F♯5,0.125,4/4,4,28,0
G5,0.25,4/4,4,28,0
E5,0.25,4/4,4,28,0
A♯5,0.25,4/4,4,28,0
F♯5,0.25,4/4,4,28,0
C♯6,0.25,4/4,4,28,0
E5,0.25,4/4,4,28,0
D5,0.25,4/4,4,28,0
F♯5,0.25,4/4,4,28,0
B5,0.25,4/4,4,28,0
D5,0.25,4/4,4,28,0
E5,0.25,4/4,4,28,0
C♯6,0.25,4/4,4,28,0
F♯5,0.25,4/4,4,28,0
A♯5,0.25,4/4,4,28,0
B4,0.25,4/4,4,29,0
C♯5,0.25,4/4,4,29,0
D5,0.25,4/4,4,29,0
B4,0.25,4/4,4,29,0
E4,0.25,4/4,4,29,0
C♯5,0.25,4/4,4,29,0
F♯4,0.25,4/4,4,29,0
A♯4,0.25,4/4,4,29,0
D4,0.25,4/4,4,29,0
C♯5,0.25,4/4,4,29,0
D5,0.25,4/4,4,29,0
B4,0.25,4/4,4,29,0
E4,0.25,4/4,4,29,0
C♯5,0.25,4/4,4,29,0
F♯4,0.25,4/4,4,29,0
A♯4,0.25,4/4,4,29,0
D4,0.25,4/4,4,30,0
F♯4,0.25,4/4,4,30,0
B4,0.25,4/4,4,30,0
A4,0.25,4/4,4,30,0
E4,0.25,4/4,4,30,0
G♯4,0.25,4/4,4,30,0
C♯5,0.25,4/4,4,30,0
B4,0.25,4/4,4,30,0
F♯4,0.25,4/4,4,30,0
A♯4,0.25,4/4,4,30,0
D5,0.25,4/4,4,30,0
C♯5,0.25,4/4,4,30,0
G4,0.25,4/4,4,30,0
B4,0.25,4/4,4,30,0
E5,0.25,4/4,4,30,0
G5,0.25,4/4,4,30,0
F♯4,0.25,4/4,4,31,0
A♯5,0.25,4/4,4,31,0
B5,0.25,4/4,4,31,0
C♯6,0.25,4/4,4,31,0
D4,0.25,4/4,4,31,0
F♯5,0.25,4/4,4,31,0
B5,0.25,4/4,4,31,0
B4,0.25,4/4,4,31,0
E4,0.25,4/4,4,31,0
G5,0.25,4/4,4,31,0
F♯5,0.25,4/4,4,31,0
E5,0.25,4/4,4,31,0
F♯4,0.25,4/4,4,31,0
D5,0.25,4/4,4,31,0
C♯5,0.25,4/4,4,31,0
A♯5,0.25,4/4,4,31,0
B4,0.25,4/4,4,32,0
F♯4,0.25,4/4,4,32,0
D5,0.25,4/4,4,32,0
B4,0.25,4/4,4,32,0
F♯5,0.25,4/4,4,32,0
D5,0.25,4/4,4,32,0
B5,0.25,4/4,4,32,0
F♯5,0.25,4/4,4,32,0
D5,0.25,4/4,4,32,0
F♯5,0.25,4/4,4,32,0
B4,0.5,4/4,4,32,0
0,1.0,4/4,4,32,0
0,0,0,x,x,.
F♯5,0.5,6/8,5,33,0
F♯5,0.5,6/8,5,34,0
E5,0.5,6/8,5,34,0
F♯5,0.5,6/8,5,34,0
D5,0.5,6/8,5,34,0
C♯5,0.5,6/8,5,34,0
D5,0.5,6/8,5,34,0
B4,0.5,6/8,5,35,0
A♯4,0.5,6/8,5,35,0
B4,0.5,6/8,5,35,0
F♯4,0.5,6/8,5,35,0
B4,0.5,6/8,5,35,0
D5,0.5,6/8,5,35,0
E4,0.5,6/8,5,36,0
C♯5,0.5,6/8,5,36,0
E5,0.5,6/8,5,36,0
F♯4,0.5,6/8,5,36,0
D5,0.5,6/8,5,36,0
C♯5,0.5,6/8,5,36,0
D5,0.5,6/8,5,37,0
E5,0.5,6/8,5,37,0
C♯5,0.5,6/8,5,37,0
B4,1.0,6/8,5,37,0
F♯5,0.5,6/8,5,37,0
E4,1.0,6/8,5,38,0
G5,0.5,6/8,5,38,0
D4,1.0,6/8,5,38,0
F♯5,0.5,6/8,5,38,0
A4,0.5,6/8,5,39,0
E5,0.5,6/8,5,39,0
D5,0.5,6/8,5,39,0
C♯5,0.5,6/8,5,39,0
D5,0.5,6/8,5,39,0
E5,0.5,6/8,5,39,0
F♯4,1.0,6/8,5,40,0
A5,0.5,6/8,5,40,0
E4,1.0,6/8,5,40,0
G5,0.5,6/8,5,40,0
D4,0.5,6/8,5,41,0
F♯5,0.5,6/8,5,41,0
E5,0.5,6/8,5,41,0
F♯5,0.5,6/8,5,41,0
G5,0.5,6/8,5,41,0
A5,0.5,6/8,5,41,0
G4,1.0,6/8,5,42,0
B5,0.5,6/8,5,42,0
E5,0.5,6/8,5,42,0
G5,0.5,6/8,5,42,0
B5,0.5,6/8,5,42,0
F♯4,1.0,6/8,5,43,0
A5,0.5,6/8,5,43,0
D5,0.5,6/8,5,43,0
F♯5,0.5,6/8,5,43,0
A5,0.5,6/8,5,43,0
E4,1.0,6/8,5,44,0
G5,0.5,6/8,5,44,0
C♯5,0.5,6/8,5,44,0
E5,0.5,6/8,5,44,0
G5,0.5,6/8,5,44,0
D4,0.5,6/8,5,45,0
A4,0.5,6/8,5,45,0
F♯5,0.5,6/8,5,45,0
F♯4,0.5,6/8,5,45,0
A4,0.5,6/8,5,45,0
D5,0.5,6/8,5,45,0
G4,0.5,6/8,5,46,0
B4,0.5,6/8,5,46,0
E5,0.5,6/8,5,46,0
A4,0.5,6/8,5,46,0
D5,0.5,6/8,5,46,0
C♯5,0.5,6/8,5,46,0
D4,0.5,6/8,5,47,0
C♯5,2.0,6/8,5,47,0
D5,0.5,6/8,5,47,0
G4,0.5,6/8,5,48,0
C♯5,2.0,6/8,5,48,0
D5,0.5,6/8,5,48,0
F♯4,0.5,6/8,5,49,0
C♯5,2.0,6/8,5,49,0
D5,0.5,6/8,5,49,0
B4,0.5,6/8,5,50,0
D5,0.5,6/8,5,50,0
G5,0.5,6/8,5,50,0
A4,0.5,6/8,5,50,0
G5,0.5,6/8,5,50,0
F♯5,0.5,6/8,5,50,0
G4,0.5,6/8,5,51,0
B4,0.5,6/8,5,51,0
E5,0.5,6/8,5,51,0
G♯4,0.5,6/8,5,51,0
E5,0.5,6/8,5,51,0
D5,0.5,6/8,5,51,0
A4,0.5,6/8,5,52,0
C♯5,0.5,6/8,5,52,0
E5,0.5,6/8,5,52,0
G4,0.5,6/8,5,52,0
E5,0.5,6/8,5,52,0
G4,0.5,6/8,5,52,0
F♯4,1.0,6/8,5,53,0
A5,0.5,6/8,5,53,0
B4,0.5,6/8,5,53,0
C♯5,0.5,6/8,5,53,0
D5,0.5,6/8,5,53,0
G4,0.5,6/8,5,54,0
C♯5,0.5,6/8,5,54,0
D5,0.5,6/8,5,54,0
A4,0.5,6/8,5,54,0
D5,0.5,6/8,5,54,0
C♯5,0.5,6/8,5,54,0
D4,1.5,6/8,5,55,0
0,0.5,6/8,5,55,0
0,0.5,6/8,5,55,0
F♯5,0.5,6/8,5,33,1
F♯5,0.5,6/8,5,34,1
E5,0.5,6/8,5,34,1
F♯5,0.5,6/8,5,34,1
D5,0.5,6/8,5,34,1
C♯5,0.5,6/8,5,34,1
D5,0.5,6/8,5,34,1
B4,0.5,6/8,5,35,1
A♯4,0.5,6/8,5,35,1
B4,0.5,6/8,5,35,1
F♯4,0.5,6/8,5,35,1
B4,0.5,6/8,5,35,1
D5,0.5,6/8,5,35,1
E4,0.5,6/8,5,36,1
C♯5,0.5,6/8,5,36,1
E5,0.5,6/8,5,36,1
F♯4,0.5,6/8,5,36,1
D5,0.5,6/8,5,36,1
C♯5,0.5,6/8,5,36,1
D5,0.5,6/8,5,37,1
E5,0.5,6/8,5,37,1
C♯5,0.5,6/8,5,37,1
B4,1.0,6/8,5,37,1
F♯5,0.5,6/8,5,37,1
E4,1.0,6/8,5,38,1
G5,0.5,6/8,5,38,1
D4,1.0,6/8,5,38,1
F♯5,0.5,6/8,5,38,1
A4,0.5,6/8,5,39,1
E5,0.5,6/8,5,39,1
D5,0.5,6/8,5,39,1
C♯5,0.5,6/8,5,39,1
D5,0.5,6/8,5,39,1
E5,0.5,6/8,5,39,1
F♯4,1.0,6/8,5,40,1
A5,0.5,6/8,5,40,1
E4,1.0,6/8,5,40,1
G5,0.5,6/8,5,40,1
D4,0.5,6/8,5,41,1
F♯5,0.5,6/8,5,41,1
E5,0.5,6/8,5,41,1
F♯5,0.5,6/8,5,41,1
G5,0.5,6/8,5,41,1
A5,0.5,6/8,5,41,1
G4,1.0,6/8,5,42,1
B5,0.5,6/8,5,42,1
E5,0.5,6/8,5,42,1
G5,0.5,6/8,5,42,1
B5,0.5,6/8,5,42,1
F♯4,1.0,6/8,5,43,1
A5,0.5,6/8,5,43,1
D5,0.5,6/8,5,43,1
F♯5,0.5,6/8,5,43,1
A5,0.5,6/8,5,43,1
E4,1.0,6/8,5,44,1
G5,0.5,6/8,5,44,1
C♯5,0.5,6/8,5,44,1
E5,0.5,6/8,5,44,1
G5,0.5,6/8,5,44,1
D4,0.5,6/8,5,45,1
A4,0.5,6/8,5,45,1
F♯5,0.5,6/8,5,45,1
F♯4,0.5,6/8,5,45,1
A4,0.5,6/8,5,45,1
D5,0.5,6/8,5,45,1
G4,0.5,6/8,5,46,1
B4,0.5,6/8,5,46,1
E5,0.5,6/8,5,46,1
A4,0.5,6/8,5,46,1
D5,0.5,6/8,5,46,1
C♯5,0.5,6/8,5,46,1
D4,0.5,6/8,5,47,1
C♯5,2.0,6/8,5,47,1
D5,0.5,6/8,5,47,1
G4,0.5,6/8,5,48,1
C♯5,2.0,6/8,5,48,1
D5,0.5,6/8,5,48,1
F♯4,0.5,6/8,5,49,1
C♯5,2.0,6/8,5,49,1
D5,0.5,6/8,5,49,1
B4,0.5,6/8,5,50,1
D5,0.5,6/8,5,50,1
G5,0.5,6/8,5,50,1
A4,0.5,6/8,5,50,1
G5,0.5,6/8,5,50,1
F♯5,0.5,6/8,5,50,1
G4,0.5,6/8,5,51,1
B4,0.5,6/8,5,51,1
E5,0.5,6/8,5,51,1
G♯4,0.5,6/8,5,51,1
E5,0.5,6/8,5,51,1
D5,0.5,6/8,5,51,1
A4,0.5,6/8,5,52,1
C♯5,0.5,6/8,5,52,1
E5,0.5,6/8,5,52,1
G4,0.5,6/8,5,52,1
E5,0.5,6/8,5,52,1
G4,0.5,6/8,5,52,1
F♯4,1.0,6/8,5,53,1
A5,0.5,6/8,5,53,1
B4,0.5,6/8,5,53,1
C♯5,0.5,6/8,5,53,1
D5,0.5,6/8,5,53,1
G4,0.5,6/8,5,54,1
C♯5,0.5,6/8,5,54,1
D5,0.5,6/8,5,54,1
A4,0.5,6/8,5,54,1
D5,0.5,6/8,5,54,1
C♯5,0.5,6/8,5,54,1
D4,1.5,6/8,5,55,1
0,0.5,6/8,5,55,1
0,0.5,6/8,5,55,1
A5,0.5,6/8,5,56,0
A5,0.5,6/8,5,57,0
G5,0.5,6/8,5,57,0
A5,0.5,6/8,5,57,0
F♯5,0.5,6/8,5,57,0
E5,0.5,6/8,5,57,0
F♯5,0.5,6/8,5,57,0
D5,0.5,6/8,5,58,0
C♯5,0.5,6/8,5,58,0
D5,0.5,6/8,5,58,0
A4,0.5,6/8,5,58,0
D5,0.5,6/8,5,58,0
F♯5,0.5,6/8,5,58,0
G4,0.5,6/8,5,59,0
E5,0.5,6/8,5,59,0
G5,0.5,6/8,5,59,0
A4,0.5,6/8,5,59,0
F♯5,0.5,6/8,5,59,0
E5,0.5,6/8,5,59,0
F♯5,0.5,6/8,5,60,0
G5,0.5,6/8,5,60,0
E5,0.5,6/8,5,60,0
D5,1.0,6/8,5,60,0
F♯5,0.5,6/8,5,60,0
G♯4,0.5,6/8,5,61,0
B4,0.5,6/8,5,61,0
E5,0.5,6/8,5,61,0
E4,1.0,6/8,5,61,0
D5,0.5,6/8,5,61,0
C♯5,0.5,6/8,5,62,0
D5,0.5,6/8,5,62,0
B4,0.5,6/8,5,62,0
A4,1.0,6/8,5,62,0
B4,0.5,6/8,5,62,0
A♯4,0.5,6/8,5,63,0
C♯5,0.5,6/8,5,63,0
F♯5,0.5,6/8,5,63,0
F♯4,1.0,6/8,5,63,0
C♯5,0.5,6/8,5,63,0
D5,0.5,6/8,5,64,0
E5,0.5,6/8,5,64,0
C♯5,0.5,6/8,5,64,0
B4,1.0,6/8,5,64,0
F♯5,0.5,6/8,5,64,0
G4,0.5,6/8,5,65,0
B4,0.5,6/8,5,65,0
E5,0.5,6/8,5,65,0
F♯4,0.5,6/8,5,65,0
A4,0.5,6/8,5,65,0
D5,0.5,6/8,5,65,0
E4,1.0,6/8,5,66,0
C♯5,0.5,6/8,5,66,0
G4,1.0,6/8,5,66,0
B4,0.5,6/8,5,66,0
F♯4,0.5,6/8,5,67,0
A♯4,0.5,6/8,5,67,0
C♯5,0.5,6/8,5,67,0
F♯4,1.0,6/8,5,67,0
E4,0.5,6/8,5,67,0
D4,0.5,6/8,5,68,0
C♯5,0.5,6/8,5,68,0
B4,0.5,6/8,5,68,0
F♯4,0.5,6/8,5,68,0
B4,0.5,6/8,5,68,0
A♯4,0.5,6/8,5,68,0
B4,0.5,6/8,5,69,0
A♯5,2.0,6/8,5,69,0
B5,0.5,6/8,5,69,0
E5,0.5,6/8,5,70,0
A♯5,2.0,6/8,5,70,0
B5,0.5,6/8,5,70,0
D5,0.5,6/8,5,71,0
A♯5,2.0,6/8,5,71,0
B5,0.5,6/8,5,71,0
C5,0.5,6/8,5,72,0
E5,0.5,6/8,5,72,0
G5,0.5,6/8,5,72,0
B4,0.5,6/8,5,72,0
E5,0.5,6/8,5,72,0
G5,0.5,6/8,5,72,0
A♯4,0.5,6/8,5,73,0
G5,0.5,6/8,5,73,0
F♯5,0.5,6/8,5,73,0
B4,0.5,6/8,5,73,0
D5,0.5,6/8,5,73,0
F♯5,0.5,6/8,5,73,0
E4,0.5,6/8,5,74,0
C♯5,0.5,6/8,5,74,0
B4,0.5,6/8,5,74,0
F♯4,1.0,6/8,5,74,0
A♯5,0.5,6/8,5,74,0
B4,1.5,6/8,5,75,0
0,0.5,6/8,5,75,0
0,0.5,6/8,5,75,0
A5,0.5,6/8,5,56,1
A5,0.5,6/8,5,57,1
G5,0.5,6/8,5,57,1
A5,0.5,6/8,5,57,1
